strain,gama1,gama2,gama3,gama4,gama5,gama6
0.005,26.84894574761619,37.4585280651171,37.458554717194204,2.9299848013865253,2.93000252620956,2.930008483134519
0.01,26.862825724932634,37.47485938380099,37.474871188452546,2.9281259392693686,2.928101293820948,2.928075245882907
0.015,26.895320009390034,37.50570673206855,37.50569968296079,2.923772799627363,2.9238191542719507,2.9238159877564107
0.02,26.942874897286544,37.549644260190824,37.54965259153499,2.918115355464135,2.9181257824475146,2.918144807260511
0.025,27.00876672952821,37.60714602983839,37.607158134132796,2.9105428615815008,2.9105550163744534,2.9105716149192093
0.03,27.089557362541868,37.67602967176038,37.67604117443697,2.901467347403291,2.9013625979632867,2.901357483507247
