name,gamma1,gamma2,gamma3,gamma4,gamma5,gamma6
EBAVAH_auto,90.85278749,34.18640215,25.31875856,20.65311334,10.08994464,8.076316116
EBIZUN_clean,50.30810106,13.99365468,8.154256587,5.113323975,4.13589514,13.72533022
EJOQUR_clean,15.85095652,12.28325672,9.558359165,0.821608048,0.575462737,0.628598787
ELERIY_clean,122.3965065,28.52714592,28.44791304,29.219101,29.15275766,29.1366494
EMUBIZ_clean,91.19918425,14.05504955,4.005161551,7.740335431,7.873918002,7.861132825
EMUBOF_clean,102.9778173,38.01049085,7.08638848,-0.111296175,4.7792131,5.809820771
ENIHUG01_clean,58.67146249,26.79617041,17.39171971,0.491005149,1.029798664,0.933963286
ENIHUG_clean,58.65823316,26.79349555,17.39038288,0.491011382,1.029566912,0.933721006
EPEXUU_clean,34.53682311,14.23638605,8.07203669,4.150957926,2.465335519,12.03015005
EPEYAB_clean,34.60618072,14.25288064,8.181402456,4.171539908,2.475541385,12.05888421
EPISOM_clean,66.49453985,17.20209054,11.84136652,2.513983083,9.133033055,9.128073336
EPOTAF_clean,6.392673601,0.933808124,-0.3929482,0.480915078,-0.035937704,0.125440636
EWUCOP_clean,119.7126673,64.98926737,28.07709532,7.467958518,0.54698528,5.107054556
EXAXAE01_clean,91.18745069,14.04004872,4.004718032,7.739080266,7.861624651,7.870043076
EXAXAE_clean,91.2488148,14.14719708,4.011132582,7.745748553,7.881136695,7.878848559
EXOZEX_clean,83.19053188,19.96650068,-0.388864178,1.489787806,4.745846143,5.158223725
EXOZIB_clean,55.72249601,6.560029413,0.269373989,1.210791863,3.607141195,4.419279394
FAGQAI_clean,72.82541189,29.20358447,0.483828528,18.9141886,21.20504971,3.704861987
FEBXIV_clean,3.220631733,0.122644912,0.282553794,0.600235223,0.480480905,0.418954304
FECXES_clean,80.75173338,17.27084615,6.157687344,11.47344854,7.599665163,9.042231031
FIBKEI_clean,41.31300398,17.26484346,3.116899715,3.985526196,1.710517906,0.088759809
FIGQUJ_clean,128.0346494,32.64108327,4.47811369,15.36446797,12.71862182,20.28911375
GADNUX_clean,49.5077741,8.775806152,7.684377644,2.468570252,6.420250888,6.420650684
GAFRUD_clean,33.89123593,12.48824086,3.773793062,6.265090008,1.601772168,1.603795056
GAGZEV_clean,42.6696971,23.05532148,18.54451402,8.508999702,5.783706471,5.907039249
GAMXAV_clean,45.49899894,27.00556556,11.5178325,0.11378756,1.498900281,2.09738276
GEGDED_clean,30.3457913,13.36807108,6.23754443,5.72566983,8.530578334,12.55825543
GUCHUJ_clean,139.3808707,90.06357772,62.31878356,14.53383365,-6.933574075,0.843569913
GUJREK01_clean,68.63892445,59.28838353,12.87471497,11.24784983,3.276602431,5.910016651
GUJREK_clean,68.66865198,58.03758715,12.66127111,10.93127951,3.965826031,6.27832452
HABQUY_clean,43.08079947,18.39341081,17.68731489,5.951280529,7.841756816,6.575443044
HABRAF_manual,55.04519169,26.70827761,21.82432669,6.424934371,10.68872579,7.402040849
HAJMIQ_clean,100.7263342,10.50998943,10.51005952,9.103428238,9.103636244,9.104651084
HANWAW_clean,40.7723444,0.677868327,11.09450295,8.839384916,4.957362009,4.195606791
HAQJIV_clean,54.63961877,12.32775133,9.751224156,3.690729058,3.264687573,7.147930654
HEDCIE_clean,39.50979754,15.07728124,5.365244066,1.139015803,2.511808635,1.813240601
HEXVEM_clean,1.017744619,0.229578895,0.103035546,0.087596124,0.016684179,0.026807312
HIYGIH_clean,13.8543789,0.302782427,4.793107923,2.342658703,3.545845302,3.158278587
HOGLEV01_clean,42.90168982,17.01090425,2.246291028,8.554917023,11.21925846,11.21945494
HOGLEV_clean,25.90376968,0.298008259,4.413476507,4.854079325,5.572574324,5.572467102
HOJLEY_clean,65.24584944,17.81772368,27.24062254,4.383070738,0.255822773,7.257462198
ICAQOU_clean,15.70440039,16.77876266,17.27789649,1.625824922,1.537621781,1.477406828
IDUDES_clean,129.7597473,65.95084865,15.49211685,20.5823896,8.80647658,6.656039469
IDUDIW_clean,108.5061169,52.3156707,8.766250882,-1.133464004,24.06449588,2.027061105
IKETIB_clean,97.57778636,9.246783786,9.247015086,9.429193864,9.429866648,9.429543798
IKETOH_manual,99.32262176,17.29411287,15.52691053,5.853488158,7.544734737,6.116644004
IKETUN_clean,97.57642676,9.2468792,9.246365624,9.429120205,9.428560286,9.428078304
IKOPEF_clean,96.52522736,38.5517315,23.06198689,-0.043649612,7.738360193,3.733642733
IKOPIJ_clean,20.14570265,-4.668816488,8.267847163,5.056195438,-0.278660492,1.097005746
IXAKAU_clean,9.251204648,6.006392837,2.328189527,0.426208887,0.945077332,1.444593445
IYEHAX_clean,40.91358499,22.10695945,6.9448318,0.079403965,0.695969898,4.273734171
JUTCIM_clean,26.78014634,11.61928163,7.857791715,0.45354545,0.223405964,0.258982797
KABNIL_clean,91.94608713,79.2862754,41.76067852,-6.529679964,4.179431973,1.42915651
KADLOT_clean,62.11227786,19.81347928,5.952104455,2.25928868,2.054580122,2.066924163
KADLUZ_clean,36.96798014,17.36113697,8.560366012,1.310503336,0.730834703,0.739149925
KAJZIH_clean,144.4956125,56.68288244,27.14195803,10.89280202,18.7691898,18.76758985
KANMIX_clean,107.8692233,46.57114063,17.23138772,15.82284411,8.633855396,8.735234333
KARNID_clean,39.3037747,0.97864125,3.689015766,2.032117202,10.55801668,10.55247233
KIJRUS_clean,63.79802983,16.89954257,-0.018423159,1.926120505,11.96229462,8.698646996
KOJZUF_clean,55.39672734,33.01176078,19.3875992,0.609069241,0.031693797,-0.533389925
KOZQEX_clean,13.24077792,5.261139634,4.832945413,1.060677583,1.167577652,1.11217785
LACNUB_clean,122.8849162,77.51005845,23.38001369,41.31660283,17.12786079,37.35460739
LAQNID_clean,74.09445956,20.32672848,12.75826547,0.937717967,4.157588957,4.158018606
LARXUA_clean,27.65996367,1.058705658,1.059337885,1.670670758,1.671796094,1.67272471
LASDEQ_clean,7.56982087,3.37019984,3.130880594,0.953669401,1.137740103,1.124065581
LASYOU_clean,64.14987812,82.30431265,79.43731534,5.988492134,4.538752346,4.015680911
LECFEG_clean,71.28540832,-1.395528229,13.39167348,11.31299159,6.260706175,4.932227203
LEDLEN_clean,14.26625519,2.287380422,-0.459671626,-0.184074588,1.070259038,0.808438321
LELDUD_clean,5.390659838,3.374747583,1.264254185,0.89737669,0.966159112,1.026550539
LIKDOA_clean,62.78326096,5.897972875,5.897450006,5.385978897,5.384944345,5.384853131
LIZWEX_charged,37.52795067,13.48354615,12.12191965,4.344126807,4.519164506,5.729591924
LOXWAY_clean,154.2071542,44.99526579,39.15449844,19.23657398,6.754886873,13.09461505
LOXWEC_clean,139.2857333,32.98434367,26.06039004,12.82861121,6.450379949,4.559159168
LUDLED_clean,100.7339965,10.51141844,10.51121236,9.10825221,9.108980097,9.10882965
LUDLIH_clean,100.7346849,10.51177463,10.51108479,9.109897994,9.108504487,9.108840291
LUSYEF_clean,46.24922534,11.9114554,8.881406268,6.052957502,1.073586905,1.064996141
LUYHAP_clean,74.1664166,12.52688881,13.09542526,3.231073324,1.633564839,1.746671972
MABJUV01_clean,177.1486404,105.956649,38.69616871,27.86356223,12.66839799,9.241683299
MABJUV_clean,169.3269121,86.43965007,42.67861227,25.96417329,2.912376531,11.86382182
MABKEG_clean,128.0680626,35.48194116,22.68965571,16.51210422,12.42258067,8.822321021
MABKIK01_clean,113.3077499,38.45308363,34.70975259,21.73344463,11.94305007,8.784473691
MABKIK_clean,126.1328069,9.369279685,15.99652146,11.72883044,27.68287477,27.90210601
MAFJIO_clean,25.53736012,12.4058487,5.923624326,0.444476189,0.100024485,0.168352098
MAYKOO_clean,93.29049469,24.43192388,20.63069531,5.382799142,2.832588112,4.104457523
MEHMET_clean,62.42831117,25.93753772,23.33358322,7.933090306,7.214868353,11.08054936
MILROQ_clean,21.85983115,3.259360173,1.915073125,0.473770785,1.091172873,0.828538882
MIXBAY_clean,28.98192213,9.219962411,2.499578058,4.817139965,1.173106925,1.136071628
MIXBEC_clean,33.32330771,10.25436306,0.361811012,7.401295736,1.202049714,2.335801058
MIXBIG_auto,31.67084737,14.1530687,8.831288874,4.924598745,3.481568708,2.961107757
MOCKAR_clean,77.09061514,26.86107335,22.57483127,5.818491243,3.05722547,3.490906668
MOCKEV_clean,78.30373357,16.2226382,13.62519012,4.743405234,2.030767732,2.720350645
MOYYEF_clean,57.17901614,10.85413412,1.019322201,3.497296088,4.698369658,4.997121671
MOYYIJ_clean,8.963552217,2.903709537,0.901944688,0.641291442,0.446644013,1.823324796
MUDTEL_clean,86.15100546,54.43476842,47.32365071,16.25991868,22.80884054,17.64474874
MUNDAC_clean,91.20759282,14.06215168,4.004205938,7.741379615,7.875385998,7.862241184
MUNDEG_clean,18.18701401,7.200597009,0.879485104,2.582273015,4.314649267,5.019656379
MUNDOQ_clean,21.21907089,6.806286101,3.238426393,1.392003853,1.596008993,-0.12536894
NAFSOF_clean,62.60309878,0.974525215,0.004483527,0.70188505,0.219988418,0.144744126
NAHNES_clean,100.8986425,18.70290272,16.99628073,4.856532254,3.191607213,3.191707656
NASRIL_clean,108.9851792,26.79501518,0.326394147,21.91252034,2.598372832,4.592000748
NATKIF_clean,6.871734181,-0.000151088,0.186210076,0.08590674,0.108658899,0.099242834
NATKOL_clean,18.22386827,3.452610028,0.06558845,0.43992144,1.008525689,2.13523514
NAYZOE_clean,30.72426742,0.482339925,0.433186711,0.206288307,0.168778842,0.168734831
NEJSAY_clean,177.9387655,152.4567697,90.34149804,-0.002383621,5.149855538,6.039599752
NEJSEC_clean,186.0875848,151.4712642,88.11808702,0.019611139,5.885564156,5.450814242
NIBHOW_clean,19.81913887,2.390660527,2.195437244,0.785151665,0.200825924,0.230709629
NIBHUC_clean,8.673541753,1.362481277,0.670049155,-0.089669587,0.044571425,0.070395659
NIBJAK_clean,14.1702551,1.911586239,1.309143118,0.656796855,0.153851036,0.170787552
NIGDEO_clean,17.25070571,0.595363173,7.822846073,6.628395924,3.387762386,4.717017638
NIGDIS_clean,16.19741969,8.494365588,4.87223538,3.004039052,0.84373267,1.017704476
NOHHID_clean,68.72377024,24.37720028,16.49700186,19.69213282,3.335011567,1.28719558
NUBPIL_clean,11.35584693,8.850214666,0.738430804,2.718542822,4.575922779,4.135710047
NUTQAV_clean,102.8135365,55.79826903,60.06291369,11.06851018,8.030395587,8.863909436
OFOCUI_clean,72.48621341,18.78887514,6.044445902,4.55914189,10.65064763,8.660608554
OGEBAF01_clean,73.50839974,8.727426576,15.5309845,16.84888587,17.40826132,17.33741807
OGIKAR_clean,21.14601585,5.900384617,0.33932835,1.614308831,1.893172777,1.931398139
OKABAE_clean,37.76207011,3.661520201,5.457257861,6.397720492,6.856331004,5.876634239
OKABEI_clean,68.17870478,4.490209754,7.195055205,9.022453646,10.20689939,10.3186411
OKUSUK_clean,18.05466709,6.057913782,5.870953361,1.037568796,1.054473957,1.05730606
OKUTAR_clean,6.458460659,0.872275992,1.02593327,1.558198458,1.967509231,1.959641356
OKUTEV_clean,0.684575479,2.314921559,2.314627664,0.886369929,0.886334543,0.886316936
OMIPEH_clean,25.38388748,7.148706306,7.158587214,8.678683646,8.68973604,8.684122318
OMITUB_clean,12.25453149,4.859950149,4.858953089,7.615955168,7.612630355,7.612279858
ONIXOZ_clean,47.08842715,21.63853749,2.1239023,10.82205712,8.220900919,4.535326868
OQIZUL_clean,100.7639544,10.51599854,10.51675988,9.127993125,9.12697575,9.12734407
OWIZAW_clean,46.30082787,3.64691166,0.30074976,0.187581493,0.042800409,1.351069198
OYIVEY_clean,89.51615002,3.336661431,4.645354193,13.59286237,8.899151123,10.17987887
PAMHIW_clean,77.53470658,32.07413708,28.7002589,14.42360548,7.583215963,6.880584917
PARNIH_clean,13.87365395,2.559234897,-0.461366622,-0.131268103,0.740470596,1.059255304
PARNON_clean,23.24213468,1.422412154,-0.4167001,0.843815141,0.191257767,0.094332524
PEWLUA_clean,10.38068932,0.815206077,5.642424012,3.936020128,3.793314548,3.305603574
PODKOK_clean,3.020312834,1.316485214,-0.126988583,0.12705743,0.527928957,0.777967757
PODKUQ_clean,2.090057001,1.007491035,0.177320394,0.332101232,0.488606365,0.538909803
QAGDIO_clean,51.16126146,7.835690341,5.953027002,2.559791345,2.999459645,1.595570131
QAQMON_clean,5.396455228,0.266366036,1.413580366,0.756567787,1.045632452,1.045545981
QIYDAF_clean,55.39445416,29.71817699,25.44355154,14.22269516,6.368893698,9.446822176
QIYDEJ_clean,62.29339074,36.30744729,7.267757964,13.46286911,21.36737486,25.36327481
QIYDIN01_clean,48.82627973,10.32104558,2.560510726,1.970317762,7.645256011,0.875651898
QIYDIN_clean,26.69920933,8.449147669,6.149823697,7.444141956,7.049742181,7.195662814
QIYDOT_clean,29.53683334,12.07308161,10.48483936,7.763001824,4.213268593,5.347528799
QOWQUO_manual,21.78905936,5.156999773,4.52737087,2.704154126,0.836374,1.283692566
QOWRAV02_clean,21.66550769,2.12828789,2.129052641,2.598320296,2.599313667,2.600933064
QOWRAV03_clean,21.9400323,2.135244987,2.135806275,2.603781574,2.604575126,2.605775647
QOWRAV04_clean,21.59519757,2.127084411,2.126537218,2.596856017,2.598322743,2.598673235
QOWRAV05_clean,21.90510461,2.134144169,2.135044074,2.602930116,2.603525829,2.605661121
QOWRAV06_clean,21.54786491,2.125066981,2.126066452,2.598628762,2.596336344,2.596245956
QOWRAV07_clean,21.80642249,2.131787255,2.132478536,2.601609278,2.602128602,2.602663103
QOWRAV08_clean,21.56051949,2.125354087,2.126369838,2.596288981,2.596744034,2.598894962
QOWRAV09_clean,21.92286822,2.13528365,2.134913573,2.603504816,2.604765101,2.604746242
QOWRAV10_clean,21.93244717,2.1359351,2.135066366,2.605459621,2.603614995,2.604454533
QOWRAV11_clean,21.56409229,2.125717122,2.126246069,2.596545427,2.597108982,2.598449958
QOWRAV12_clean,21.93703375,2.136137105,2.135112038,2.603484171,2.60542967,2.604593617
QULKIS_charged,33.73867025,2.614414431,1.051354713,0.838464753,0.38464487,0.013007282
RAHNOF_clean,90.64507073,56.25899133,48.6577066,19.42733139,20.61587433,24.9963317
REWNEO01_clean,10.43821968,0.829455113,5.688847455,3.967477612,3.765463485,3.308347847
REWNEO_clean,21.72164486,0.899838636,6.721477388,3.960086493,5.128003262,4.47037217
REYMOZ_clean,100.7462393,10.50975444,10.51642944,9.107522692,9.118225782,9.121336018
RICBEM_clean,18.07654158,2.348565904,-0.075411004,0.210998486,0.401591274,1.390280446
RIFGAQ_clean,100.6661503,10.49845172,10.50117898,9.069257895,9.065986662,9.064409486
RIPKIM01_clean,86.46884223,35.45980902,12.20682326,7.412633299,14.85787019,6.150693505
RIPKIM_clean,110.1299607,40.66646028,10.18136205,14.57999355,20.75515087,6.180463823
RUFZID_clean,23.44217468,15.60463171,10.13187603,1.830537041,4.732529802,3.747297515
RUPTED_clean,113.5923063,25.09491188,11.99192437,8.318832264,6.956467825,2.07467183
RUVKAV_clean,88.14928202,35.09536028,38.73857454,13.5332081,7.499699409,8.088962578
SONTUL_neutral_b,73.32495412,16.73457517,15.35128433,8.623127383,5.027976345,4.5755717
SONVAT_neutral_b,99.30880579,17.27643595,15.51306475,5.851969594,7.538147004,6.115135417
SONVEX_neutral_b,99.38408561,17.37181292,15.59012158,5.861268606,7.575923399,6.122905218
SONVIB_neutral_b,99.37263997,17.35735371,15.57677846,5.860635264,7.570425321,6.121578147
SOYWOT_neutral_b,99.31479455,17.28404536,15.51854184,5.852493539,7.54148625,6.115715643
SOYWUZ_clean,97.57712126,9.246748428,9.24710512,9.429296806,9.42970392,9.430030122
SUJNUH_clean,45.01405527,56.34517237,3.63785607,7.030997257,1.5149917,1.514057816
SUKYIH_clean,88.22821931,2.055795306,1.187774714,1.015830004,1.025252881,1.025319685
SUKYON_clean,79.8560424,0.144290329,0.612137379,0.336450115,0.417854752,0.417910873
TEMPEI_clean,44.57562446,5.67222817,5.213273729,0.44563701,0.249829736,0.130456235
TIJPOT_clean,90.94027218,48.11847392,23.77868712,19.81151652,2.632233826,0.330621385
TISPAO_clean,99.12483514,17.19521395,15.45454364,5.874563824,7.504879305,6.143693664
UCOCUM_neutral,99.31423237,17.28485134,15.51443112,5.853346483,7.54014496,6.115962116
UDEGIW_clean,176.3109077,3.849648192,20.12293393,16.18787676,22.77161214,25.23053583
UHASED_clean,174.9064877,71.67006192,-0.555260354,8.781689948,18.91563414,4.703048793
USEVOF_clean,81.10677551,28.17788507,9.503515797,2.072507152,5.692327753,6.169978158
UVEVUN_clean,113.0220019,33.53357471,28.79117127,17.32274585,3.60951656,5.540052172
UVIPIZ_clean,97.59417848,9.250434536,9.250399785,9.440347904,9.44013533,9.439931092
UVIPOF_clean,97.57646658,9.246517636,9.246683932,9.429143187,9.428697278,9.428214734
UXISUR_clean,100.7499273,10.51053646,10.51739252,9.126194286,9.113924981,9.116427036
UZUNAF01_clean,138.225034,32.4524461,25.75411813,12.50946661,6.312690105,4.441531451
UZUNAF_clean,138.1917006,32.34031902,25.7645734,12.30432936,6.262064042,4.405249778
VETMIS_clean,4.961505992,0.041633314,0.720327311,0.280777386,0.394520669,0.581941009
VOGPEO_clean,38.11047712,17.33585046,3.871004315,-0.413185473,1.978385649,1.558922489
VUHJAK_clean,144.8857534,67.17626183,12.25537469,33.61488241,35.85967697,35.86072865
WAMREJ_clean,53.53285308,7.658232975,6.917949149,0.419311848,3.377800421,1.732718748
WAQKUX_clean,40.50712699,14.26266822,0.050568649,1.441208767,1.829834324,1.680350943
WIZKOH_clean,66.92353866,-1.62636717,0.52071766,2.438221991,15.23255613,5.193228351
WOCWAN_clean,156.0266479,42.99744992,36.38937143,19.51037248,5.964484376,11.79096933
WOHBIF_clean,166.0206232,96.14503522,38.36516694,3.834602217,19.14318241,15.63304871
WOLFAG_clean,86.96506555,26.10205583,50.12358457,1.835418031,2.687581215,4.053981525
WORREC_clean,112.966883,90.2740125,-0.03602164,2.105472759,10.52999264,13.59577743
WOYJIF_clean,57.76180254,11.35439459,6.188356945,3.403621946,8.239959658,8.237142038
WOYJOL_clean,47.13455007,4.691185952,5.505797673,5.697392648,8.168191456,8.180766515
WUKXEH_clean,21.83592024,6.687736399,1.581424675,3.963652655,4.482644573,4.480540186
WULJUJ_clean,100.7275503,10.50993827,10.5101873,9.103858876,9.104278775,9.104781312
WULKAQ_clean,100.6374846,10.49498037,10.49512587,9.04860108,9.048704992,9.049274924
XADDEN_manual,99.37766951,17.36476414,15.58185327,5.860770837,7.573036959,6.122118825
XADDIR_manual,99.37991594,17.36795453,15.58042894,5.862186613,7.573282545,6.122364083
XAFFOB_clean,26.6865354,6.556370259,0.406904883,0.17479567,0.028826601,0.039642835
XAFFUH_clean,10.95264506,0.053574754,0.307119954,0.179290217,0.360693046,0.360745733
XAHPIH_clean,11.94365785,0.406139641,1.080633383,0.94421676,0.868225989,0.653925823
XAKQOR_clean,21.16554769,3.962656562,3.129647631,1.068136332,0.129777292,-0.411903106
XALXUF01_clean,17.12391884,8.46867705,7.027212191,5.138314258,1.620140038,0.981894243
XALXUF_clean,13.15576075,9.257818403,0.759747766,2.727642781,3.975781226,3.436694668
XAMDUM01_clean,99.37680964,17.36125792,15.58038342,5.861312353,7.572534468,6.121619198
XAMDUM02_clean,99.40798418,17.40053934,15.61429364,7.588789887,5.863376367,6.125581568
XAMDUM03_clean,99.39155399,17.3798757,15.59603983,5.862471775,7.580221211,6.123459789
XAMDUM04_clean,99.30362406,17.27205,15.50112477,7.534264197,5.854017606,6.114181262
XAMDUM05_clean,99.40144421,17.39237694,15.60560799,5.864355711,6.124178504,7.585146739
XAMDUM06_clean,99.3846834,17.37176448,15.58910467,5.861832292,7.576303046,6.122579727
XAMDUM_clean,99.35418201,17.33297392,15.55678931,5.858370812,6.119449615,7.560837136
XAWVUN_clean,11.48076502,-0.082186921,0.718447546,0.593075225,0.231979441,0.215086612
XEBHOC_clean,42.68900932,10.58264002,2.07780351,0.038453414,0.682796215,0.405073614
XITYOP_clean,80.17557194,12.55849327,12.91304621,7.237157859,2.539224695,2.285793697
XOPLOE_clean,14.8155578,2.809232055,0.310800821,0.983338421,2.073064947,1.976768731
XOVPUU_clean,52.81978448,0.731966918,0.031516852,0.433833314,0.179358236,0.249832559
XUDNUH_clean,43.04361147,2.492121295,2.497134452,0.561710944,0.12896126,0.129515994
XUDPIX_clean,17.6267564,2.623164713,0.133591487,0.904514582,1.080449268,1.480606023
XUGROI_clean,44.63576179,2.143275167,1.119731911,0.251504485,0.809955713,0.335339484
YABHER_clean,44.37258193,19.93449354,12.55267578,0.750547822,0.278276743,0.153126641
YAVWUQ_clean,20.31099588,3.485633668,5.733738493,6.013214581,6.66415648,6.928554073
YEKXOD_clean,51.92415933,4.386357865,2.752276694,1.678039452,0.569171272,0.135521043
YEKXUJ_clean,87.43669123,1.110043365,3.220042907,1.995441472,6.739366833,6.743315594
YOCLEJ_clean,99.40734129,17.4011149,15.61279832,5.864227882,7.588417756,6.125294627
YOCLIN_clean,99.37975917,17.36571214,15.58360115,5.861457118,7.574397451,6.122086153
YOZNAE_clean,100.7445492,10.5164424,10.50937584,9.106700318,9.117232715,9.119398277
YUGLES_clean,92.57897267,31.8675032,32.94260624,6.331925483,4.539953902,4.896048417
YUSWEP_manual,2.089204329,1.813743323,1.757641276,0.597408861,1.093095724,0.870208202
ZACHIX_clean,100.7121121,10.50717986,10.50774647,9.094109155,9.095222301,9.09476189
ZAHLEC_clean,6.569107687,4.267713937,-0.095004116,-0.053645828,0.560221718,0.865313123
ZIKJIO_clean,60.43411794,8.600870155,1.228740813,0.416661247,-0.308816491,-0.113855104
ZIKJOU_clean,31.77153737,11.97566957,1.256832457,0.220617819,-0.978868825,-0.26928697
ZILFOR_manual,69.60114778,57.41752387,24.00609476,0.398489752,1.844751817,1.845001917
ZOXGOK_clean,36.43410933,9.379922693,0.547008473,8.7786283,2.05834569,1.84725964
c4ce00408f_c4ce00408f2_clean,139.2343025,37.27028066,57.41242071,53.86206881,52.9743971,52.13287163
c6ce00407e_c6ce00407e1_clean,20.28596196,7.027784951,5.293548868,0.122472609,2.558650591,1.635223263
c6ce00407e_c6ce00407e2_clean,12.18603549,5.469023422,2.352327832,0.249425124,0.849579172,1.143510981
c6ce00407e_c6ce00407e3_clean,99.27974362,17.23465924,15.50467087,7.517774352,5.84344991,6.114963666
c6ce00407e_c6ce00407e7_clean,30.88861877,13.26151784,11.70460537,3.296820198,3.360934987,5.293010789
c6ce00407e_c6ce00407e9_clean,5.812627696,2.92010936,-0.009585919,0.31690399,0.492655595,0.451670286
cg400449c_si_001_clean,43.44223412,18.65495221,4.305736823,4.344726838,1.735624127,0.142495433
